track,album-name,artist,release-date,isrc,all-time-rank,track-score,spotify-streams,spotify-playlist-count,spotify-playlist-reach,spotify-popularity,youtube-views,youtube-likes,tiktok-posts,tiktok-likes,tiktok-views,youtube-playlist-reach,apple-music-playlist-count,airplay-spins,siriusxm-spins,deezer-playlist-count,deezer-playlist-reach,amazon-playlist-count,pandora-streams,pandora-track-stations,soundcloud-streams,shazam-counts,tidal-popularity,explicit-track
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,7/27/2023,US5022300029,"1,258",42.2,"169,162,533","9,016","8,885,567",73,"210,403,837","848,450","30,483","1,140,777","22,480,064","749,855,362",14,"9,599",,22,"3,911,259",3,"11,103,615","2,348",,"623,417",,0
PLEBADA,PLEBADA,El Alfa,6/8/2023,QM6P42370020,"1,260",42.2,"148,677,837","17,100","7,456,228",65,"254,704,259","1,938,875","1,567","35,439","724,569","12,152,639",21,"3,440",2,4,"30,339",6,"7,824,927","3,804",,"405,352",,0
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,11/10/2023,TCJPX2395275,"1,261",42.2,"1,651,606,290",6,66,,,,,,,,,,,,,,,,,,,1
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2/22/2021,GBAHS2100041,"1,259",42.2,"336,943,720","191,372","29,642,267",71,"31,888,669","286,044","31,989","11,683,008","155,341,425","6,032,497",91,"61,528",27,38,"184,585",27,"1,787,403","1,430","6,270,623","5,947,514",,0
Fall In Love,Fall In Love,Bailey Zimmerman,2/11/2022,USWB12200122,"1,262",42.2,"262,185,115","47,288","6,430,525",71,"121,592,933","606,455","47,803","14,280,562","149,251,921","378,953,464",25,"187,078",123,3,"95,430",23,"177,097,668","19,788","7,478,229","1,389,636",,0
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,KSA012239180,"1,256",42.2,"212,084,990","34,632","4,625,072",37,"191,028,847","3,745,346","159,346","66,491,755","543,360,467","54,875,497",15,"41,846",809,,,4,"2,219,997","17,467",,"1,249,929",,0
Dj Gamm Gamm Piri Slow,Dj Gamm Gamm Piri Slow,DJ BAHBUS,9/28/2022,SGB502262965,"1,265",42.1,"32,014",7,10,,"68,945",653,"4,500,000","27,946,393","533,737,667",,,,,,,,,,,"3,942",,0
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401036,"1,264",42.1,"165,611,453","4,418","21,928,475",78,"9,873,283","96,083",,"774,900","6,383,500",,34,323,,7,"79,183",54,"1,431,013","1,158",,"79,964",,0
Waiting For Love,Ibiza Residence 2015,Avicii,1/1/2015,CHB701400134,"1,263",42.1,"1,397,975,653","205,128","62,368,816",74,"1,701,608,739","13,598,875","1,175,137","19,503,025","154,837,616","180,189,999",130,"56,643",,69,"344,319",23,"35,406,623","22,105",,"10,834,953",,0
BOMBï¿½,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201723,"1,272",42,"129,335,327","27,681","6,391,085",60,"215,778,342","1,548,240","2,800,000","211,713,881","2,692,316,483","2,785,686",10,"15,812",62,13,"79,203",2,"12,393,972","2,820","439,602","914,770",,1
Hello,Hello,Muramatsu Karaoke,12/4/2015,USE831522275,"1,268",42,"3,531",2,4,,"3,250,879,013","19,819,631",,,,"2,025,160,205",,,,,,,,,,,,0
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,4/30/2021,USSM12102263,"1,271",42,"352,955,079","108,705","24,218,793",68,"285,741,830","1,939,019","39,265","21,216,408","177,512,619","42,187,695",73,"84,880",114,8,"85,919",30,"158,532,295","29,915",,"2,091,659",,1
Mo Bamba,Mo Bamba,Sheck Wes,9/19/2017,QM24S1703585,"1,266",42,"1,056,346,890","198,581","38,436,526",71,"498,454,408","5,874,304","1,043,308","86,359,858","1,247,183,383","30,421,918",74,"32,288",40,26,"182,979",5,"106,799,012","511,514",,"6,159,848",,1
Bank Account,Issa Album,21 Savage,7/6/2017,USSM11705546,"1,267",42,"1,150,653,471","195,032","31,101,180",70,"822,892,668","6,651,112","909,432","91,295,431","812,215,684","49,508,355",112,61,35,45,"159,480",20,"252,331,684","206,623",,"4,014,637",,1
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12303881,"1,269",42,"939,627,795","67,381","127,728,248",87,"371,522,364","3,979,062","47,277","42,074,581","265,186,570","596,597,973",61,"26,883",216,65,"10,250,543",23,"6,907,370","4,533","6,332,660","4,254,554",,0
Get You The Moon (feat. Snï¿½ï,Get You The Moon (feat. Snï¿½ï,Kina,10/8/2018,USSM11808093,"1,270",42,"1,020,435,750","157,944","42,123,948",69,"199,282,045","3,250,046","4,868,621","2,193,688,729","21,650,351,404","20,366,285",70,"2,225",95,51,"819,864",13,"91,698,638","75,258","958,439","7,130,025",,0
Never Felt So Alone,Never Felt So Alone,Labrinth,4/7/2023,USSM12302165,"1,275",41.9,"269,669,185","44,019","21,429,823",67,"29,035,288","608,532","581,320","71,546,908","531,883,271","310,252,051",43,"10,042",444,23,"268,315",11,"5,505,845","2,665","3,725,738","1,595,888",,0
Baile do Bruxo,Baile do Bruxo,Tropa do Bruxo,9/29/2023,QZWDE2303666,"1,273",41.9,"155,915,718","26,646","24,127,645",,"76,324,065","717,892",,,,"9,259,796",9,23,,28,"3,171,686",15,,,"3,639,158","315,593",,1
Love Me JeJe,Love Me JeJe - Single,Tems,4/25/2024,USRC12400907,"1,274",41.9,"34,621,656","4,787","53,092,639",76,"8,346,529","193,964",,"1,315","9,450",777,104,"8,241",41,34,"563,039",83,"1,495,398",339,,"251,413",,0
Heather,Kid Krow,Conan Gray,3/20/2020,USUM71924264,"1,276",41.8,"1,675,083,208","191,604","123,682,546",80,"138,807,824","3,143,644","564,728","142,804,065","755,895,289","22,941,276",105,"36,474",10,42,"628,449",29,"25,061,083","81,558",,"2,614,466",,0
Come & Go (with Marshmello),Come & Go (with Marshmello),Juice WRLD,7/9/2020,USUG12001904,"1,277",41.8,"959,313,617","180,366","25,884,639",71,"135,893,380","1,681,113","162,507","9,358,347","37,813,204","132,565,766",55,"87,770",23,18,"72,159",30,"104,188,774","65,410",,"3,451,067",,1
Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,3/2/2023,QM4TX2320032,"1,278",41.7,"256,112,908","34,370","18,181,647",67,"245,635,362","1,493,703",,,,"71,623,054",18,"14,967",122,5,"132,180",15,"4,994,796","1,116",,"542,476",,1
Love Again,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901302,"1,279",41.7,"665,464,734","90,805","19,218,236",67,"419,361,718","3,354,831","100,817","29,557,917","296,169,569","2,170,415,568",104,"381,613",593,46,"572,047",6,"75,309,642","14,292",,"6,223,371",,0
Bï¿½ï¿½cane - A COLORS ,Bï¿½ï¿½cane - A Colors Show - Si,Yamï¿,6/1/2023,DEXC82300032,"1,280",41.7,"120,595,666","37,922","4,374,053",69,"73,217,073","1,365,919","19,000","98,120,656","730,008,954","73,349,188",22,"7,444",,6,"175,058",1,"99,951",539,"4,548,785","3,106,294",,1
all of me,american dream,21 Savage,1/12/2024,USSM12304894,"1,283",41.6,"87,111,207","20,380","29,657,028",,"4,705,879","71,296",,,,"18,111",7,60,2,6,"76,615",7,"2,375,480",751,"3,544,659","125,463",,1
Giving Me,Giving Me,Jazzy,3/10/2023,GBUM72206719,"1,284",41.6,"150,463,218","44,298","37,322,737",67,"57,191,900","289,311","98,700","19,724,036","275,361,521","109,250,442",55,"55,943",250,27,"1,088,411",17,"31,188",365,"8,850,596","1,009,861",,0
Attitude (feat. Charlie Wilson & Cash Cobain),Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,5/22/2024,USAT22402817,"1,281",41.6,"14,204,736","2,162","41,453,309",,"4,045,474","77,878",,,,"19,998,473",25,"1,129",13,10,"1,427,143",38,"824,554",166,"730,562",,,1
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,11/20/2011,USUM71511919,"1,282",41.6,"1,599,742,798","137,106","54,447,816",74,"2,719,936,771","14,654,354","52,164","21,325,500","155,713,369","542,692,288",272,"83,466",246,102,"802,236",50,"383,946,248","288,504","346,764","6,038,700",,0
Bailando - English Version,S** AND LOVE,Enrique Iglesias,1/1/2014,GBUM71401975,"1,289",41.5,"218,205,900","28,233","7,288,674",50,"3,559,338,569","11,289,750","15,933","7,120,449","81,433,215","414,560,765",23,617,,15,"105,771",13,,,,"1,719,741",,1
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,Jazzdauren,3/1/2024,RUAGV2400963,"1,287",41.5,"2,902,263",968,"474,517",56,"77,405,121","532,621",,"304,392","10,302,500",,11,8,,,,,,,,"904,938",,0
TV,Guitar Songs,Billie Eilish,7/21/2022,USUM72213724,"1,285",41.5,"572,602,278","80,064","39,873,526",76,"115,201,405","1,469,402","11,434","17,523,049","104,843,270","2,139,270,640",53,"5,214",33,33,"1,444,349",14,"4,031,121","8,582","7,208,492","1,521,109",,0
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401033,"1,286",41.5,"154,819,909","3,535","21,565,868",76,"10,014,516","120,378",,,,,41,,,5,"52,934",59,"4,441,601","3,123","97,074","67,086",,1
Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,4/1/2021,USWL12100143,"1,288",41.5,"654,941,874","83,163","29,637,614",75,"556,407,060","2,672,779","97,077","17,542,951","187,609,192","19,169,168",65,"26,498",15,34,"347,762",22,"335,231","2,375","457,443","2,646,335",,0
pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,1/7/2022,QMCE32200039,"1,291",41.4,"368,155,242","125,521","25,605,777",65,"99,364,654","1,057,381","3,477","2,277,982","17,698,609","234,160,263",59,"94,466","1,152",25,"560,118",32,"32,428,873","18,612",,"652,382",,1
Take Me to Church,Take Me To Church,Hozier,9/16/2013,IEACJ1300031,"1,293",41.4,"2,544,489,950","238,611","69,693,570",78,"1,690,342,490","16,798,785","107,362","35,030,283","261,203,495","319,369,976",172,282,148,116,"2,848,734",24,,,"277,623","29,306,436",,0
It's You,It's You,Ali Gatie,6/14/2019,USWB11901154,"1,292",41.4,"1,123,039,235","140,766","29,272,883",72,"763,620,890","9,727,420","653,947","81,833,797","590,573,342","508,662,069",67,"28,821",175,38,"622,944",17,,,"1,882,234","4,561,219",,0
Love Lee,Love Lee,AKMU,8/21/2023,KRA402300033,"1,294",41.4,"72,468,277","10,736","4,247,248",65,"143,446,620","1,074,996","578,162","105,772,835","1,060,502,179","564,698,812",10,"2,373",,2,"211,572",18,"18,149",94,,"257,725",,0
Jump,TYLA,Tyla,3/1/2024,USSM12308661,"1,295",41.4,"95,341,415","10,243","123,617,533",77,"10,759,752","345,092",,,,"193,314,741",83,"13,371",181,61,"2,010,236",85,"1,121,337","1,297",,"640,594",,0
